,ques,ans,isBully
11900,If you dont want me to ask questions anymore  please tell me nicely in my inbox Ive been getting some crap from some people that I question and I dont want to bother anyone else So sorry if Ive been bothersome Im done for tonight Ask me stuff if, youre fine baby,Positive
11901,If you drive  do you ever text and drive Do your parents ever text and drive Do you feel texting and driving is very dangerous  or not so Explain your answer, its Dangerous  and I dont do it Ever,Positive
11902,If you get the Chipolte logo tattooed on you  you get free chipolte for life Do you do it and yes  this is true, nope,Positive
11903,If you had  wishes  that would expire after  hours  what would they be, To fuck Paris Hilton to have  million dollars,Positive
11904,if you had a problem would you rather turn to family or friends or other , Family,Positive
11905,If you had to be named after one of the  states  which would it be  Haha, wyoming,Positive
11906,If you had to choose a song that would suit as your theme song  which one would it be, Its a Long Way to the Top  if you wanna Rock and Roll  AC  DC,Positive
11907,If you had to choose to not ever wash your bed sheets again or not wash your bath towel ever again  which would you rather not wash Why, bath towl I am clean getting out of the shower  and can drip dry,Positive
11908,if you had to eat one food for the rest of your life what would it be   x, German Brughts,Positive
11909,If you had to estimate  how many OTHER homes are in your neighborhood or street,  or so,Positive
11910,If you had to repeat any grade in school  which grade would you repeat x, College,Positive
11911,If you happen to use FacebookMySpaceany other site like it  would you ever post a status updatebulletinnoteblog about your religion and why you believe in it Why or why not, No  because what I bieleve  is Private,Positive
11912,If you have a crush on someone  is it easy for you to hide it from them  or do you become more flirty  smile more often  laugh more  etc around them without being able to help yourself, idk,Positive
11913,if you have an iPod  and a playlist assuming you do what songs are on it and how many are there, I dont have one,Positive
11914,If you have facebook  how many things do you like, a lot LOL I get told to stop that all the time,Positive
11915,If you leave a nice comment on someoneus picture on FacebookMySpaceetc and that person deletes your comment  what do you think that means Has this ever happened to you, No  it hasnt   but it would hurt my feelings I think it would mean that that Person didnt really like me  but was a  Collector ,Positive
11916,If you like adventure  you ready to go to another planet and explore with me were leaving at  am sharp dont be late i wouldnt want to hunt aliens without you , Im Game Sweetie  ,Positive
11917,If you lived in the s what would you be and why I personally  would have been a pin up girl, Kool I would be a Gangster,Positive
11918,If you loved someone but you knew it wouldnt work out in the long run would you still pursue it, yes Love is always worth it,Positive
11919,If you started a charity  what would it be for, I really love VH Save the Music and I wish that I had thought of it,Positive
11920,if you want attention  how do you get it, get drunk,Positive
11921,If you were a crayon what color would you ber, Navy Blue,Positive
11922,if you were a ghost would u haunt people , nope  just watch,Positive
11923,If you were alive back in the time of the prohibition of alcohol  would you have abided by it or been a bootlegger Why, Bootlegger I need the Money,Positive
11924,If you were asked to recommend one destination in your country to friends who had never been to your country before  what place would you choose  and why, Wyoming its the Best Place on Earth,Positive
11925,If you were forced to let out all the angerfrustration you are currently harboring on a stranger  what sort of things do you think you would say, I would tell her that I am sorry  and I wish we were back together,Positive
11926,If you were friends with someone on FacebookMySPace who constantly changed their status from  ucI am at homeud to ucI am at workud and then back again Over and over Incessantly Would that annoy you Would you say something to them, nopies thats the way they they roll,Positive
11927,If you were given the oppertunity to broadcast something to the world  what would you say It can be anything at all , Give peace a chanch,Positive
11928,If you were given the opportunity to be in a band and become famous  what instrument would you play Or would you be the singer Why would you choose this option How would you dress What would your stage name be , I would be the singer I wish I could sing,Positive
